T type,T type class,Dataset,T type sub-class,Specimen ID
Sst-IRES-Cre,,Older Gouwen,,501798889
Sst-IRES-Cre,,Older Gouwen,,313862167
Sst-IRES-Cre,,Older Gouwen,,485455249
Sst-IRES-Cre,,Older Gouwen,,483083617
Sst-IRES-Cre,,Older Gouwen,,322515253
Sst-IRES-Cre,,Older Gouwen,,475517090
Sst-IRES-Cre,,Older Gouwen,,313862134
Sst-IRES-Cre,,Older Gouwen,,329254830
Sst-IRES-Cre,,Older Gouwen,,485455285
Sst-IRES-Cre,,Older Gouwen,,473564515
Sst-IRES-Cre,,Older Gouwen,,324495712
Sst-IRES-Cre,,Older Gouwen,,476753465
Sst-IRES-Cre,,Older Gouwen,,322507839
Sst-IRES-Cre,,Older Gouwen,,476751360
Sst-IRES-Cre,,Older Gouwen,,503866640
Sst-IRES-Cre,,Older Gouwen,,476741830
Sst-IRES-Cre,,Older Gouwen,,485058595
Sst-IRES-Cre,,Older Gouwen,,482744155
Sst-IRES-Cre,,Older Gouwen,,490173806
Sst-IRES-Cre,,Older Gouwen,,475132727
Sst-IRES-Cre,,Older Gouwen,,490789494
Sst-IRES-Cre,,Older Gouwen,,479897420
Sst-IRES-Cre,,Older Gouwen,,490908575
Sst-IRES-Cre,,Older Gouwen,,485161419
Sst-IRES-Cre,,Older Gouwen,,328876201
Sst-IRES-Cre,,Older Gouwen,,488677994
Sst-IRES-Cre,,Older Gouwen,,324493977
Sst-IRES-Cre,,Older Gouwen,,475542907
Sst-IRES-Cre,,Older Gouwen,,491030723
Sst-IRES-Cre,,Older Gouwen,,475512108
Sst-IRES-Cre,,Older Gouwen,,488677318
Sst-IRES-Cre,,Older Gouwen,,488677942
Sst-IRES-Cre,,Older Gouwen,,502382506
Sst-IRES-Cre,,Older Gouwen,,473540161
Sst-IRES-Cre,,Older Gouwen,,476100382
Sst-IRES-Cre,,Older Gouwen,,466271455
Sst-IRES-Cre,,Older Gouwen,,479905853
Sst-IRES-Cre,,Older Gouwen,,328549885
Sst-IRES-Cre,,Older Gouwen,,323475862
Sst-IRES-Cre,,Older Gouwen,,324466628
Sst-IRES-Cre,,Older Gouwen,,475057898
Sst-IRES-Cre,,Older Gouwen,,473593847
Sst-IRES-Cre,,Older Gouwen,,324266189
Sst-IRES-Cre,,Older Gouwen,,485466109
Sst-IRES-Cre,,Older Gouwen,,475515168
Sst-IRES-Cre,,Older Gouwen,,464212183
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,605889373
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585841870
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585805211
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,596619013
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,586073850
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585947309
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585830272
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585951863
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,609775336
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,609183903
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,596609577
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,593436526
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,609435731
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,593448793
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,596789749
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585948651
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,586073683
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,609713212
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,586078695
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,586074009
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,596808442
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585859704
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,593453795
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,593253205
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585952606
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,596808392
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,609485897
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,586073346
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,585832440
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,609492577
Slc17a6-IRES-Cre,,Older Gouwen,,477127614
Slc17a6-IRES-Cre,,Older Gouwen,,477135941
Slc17a6-IRES-Cre,,Older Gouwen,,477129850
Sim1-Cre_KJ18,,Older Gouwen,,589128331
Sim1-Cre_KJ18,,Older Gouwen,,558474375
Sim1-Cre_KJ18,,Older Gouwen,,589760138
Sim1-Cre_KJ18,,Older Gouwen,,558476932
Sim1-Cre_KJ18,,Older Gouwen,,557673526
Sim1-Cre_KJ18,,Older Gouwen,,589441038
Sim1-Cre_KJ18,,Older Gouwen,,556687527
Sim1-Cre_KJ18,,Older Gouwen,,589427435
Sim1-Cre_KJ18,,Older Gouwen,,563220277
Sim1-Cre_KJ18,,Older Gouwen,,557242105
Sim1-Cre_KJ18,,Older Gouwen,,589128508
Sim1-Cre_KJ18,,Older Gouwen,,589442285
Sim1-Cre_KJ18,,Older Gouwen,,628700262
Sim1-Cre_KJ18,,Older Gouwen,,589764355
Sim1-Cre_KJ18,,Older Gouwen,,557679003
Sim1-Cre_KJ18,,Older Gouwen,,623474400
Sim1-Cre_KJ18,,Older Gouwen,,626158872
Sim1-Cre_KJ18,,Older Gouwen,,557417271
Sim1-Cre_KJ18,,Older Gouwen,,623893177
Sim1-Cre_KJ18,,Older Gouwen,,589755198
Sim1-Cre_KJ18,,Older Gouwen,,589118831
Sim1-Cre_KJ18,,Older Gouwen,,628123780
Sim1-Cre_KJ18,,Older Gouwen,,557252022
Sim1-Cre_KJ18,,Older Gouwen,,623308514
Sim1-Cre_KJ18,,Older Gouwen,,626159623
Sim1-Cre_KJ18,,Older Gouwen,,556669671
Sim1-Cre_KJ18,,Older Gouwen,,563248177
Sim1-Cre_KJ18,,Older Gouwen,,557403606
Sim1-Cre_KJ18,,Older Gouwen,,589121138
Sim1-Cre_KJ18,,Older Gouwen,,557037024
Sim1-Cre_KJ18,,Older Gouwen,,589427013
Sim1-Cre_KJ18,,Older Gouwen,,558472698
Scnn1a-Tg3-Cre,,Older Gouwen,,323865917
Scnn1a-Tg3-Cre,,Older Gouwen,,476135066
Scnn1a-Tg3-Cre,,Older Gouwen,,470098860
Scnn1a-Tg3-Cre,,Older Gouwen,,479091820
Scnn1a-Tg3-Cre,,Older Gouwen,,515202564
Scnn1a-Tg3-Cre,,Older Gouwen,,605141937
Scnn1a-Tg3-Cre,,Older Gouwen,,584635215
Scnn1a-Tg3-Cre,,Older Gouwen,,577813827
Scnn1a-Tg3-Cre,,Older Gouwen,,585018101
Scnn1a-Tg3-Cre,,Older Gouwen,,464326158
Scnn1a-Tg3-Cre,,Older Gouwen,,513879001
Scnn1a-Tg3-Cre,,Older Gouwen,,314857059
Scnn1a-Tg3-Cre,,Older Gouwen,,584635140
Scnn1a-Tg3-Cre,,Older Gouwen,,466827702
Scnn1a-Tg3-Cre,,Older Gouwen,,585058163
Scnn1a-Tg3-Cre,,Older Gouwen,,584636981
Scnn1a-Tg3-Cre,,Older Gouwen,,476269122
Scnn1a-Tg3-Cre,,Older Gouwen,,505804754
Scnn1a-Tg3-Cre,,Older Gouwen,,513803975
Scnn1a-Tg3-Cre,,Older Gouwen,,604626428
Scnn1a-Tg3-Cre,,Older Gouwen,,500963059
Scnn1a-Tg3-Cre,,Older Gouwen,,513800575
Scnn1a-Tg3-Cre,,Older Gouwen,,476178907
Scnn1a-Tg3-Cre,,Older Gouwen,,505795846
Scnn1a-Tg3-Cre,,Older Gouwen,,468120757
Scnn1a-Tg3-Cre,,Older Gouwen,,313861828
Scnn1a-Tg3-Cre,,Older Gouwen,,501023852
Scnn1a-Tg3-Cre,,Older Gouwen,,323838579
Scnn1a-Tg3-Cre,,Older Gouwen,,515199779
Scnn1a-Tg3-Cre,,Older Gouwen,,500964358
Scnn1a-Tg3-Cre,,Older Gouwen,,584073525
Scnn1a-Tg3-Cre,,Older Gouwen,,476198393
Scnn1a-Tg3-Cre,,Older Gouwen,,500964382
Scnn1a-Tg3-Cre,,Older Gouwen,,323777372
Scnn1a-Tg3-Cre,,Older Gouwen,,323834998
Scnn1a-Tg3-Cre,,Older Gouwen,,469864405
Scnn1a-Tg3-Cre,,Older Gouwen,,395785266
Scnn1a-Tg3-Cre,,Older Gouwen,,513877604
Scnn1a-Tg3-Cre,,Older Gouwen,,476266853
Scnn1a-Tg3-Cre,,Older Gouwen,,396903166
Scnn1a-Tg3-Cre,,Older Gouwen,,584628220
Scnn1a-Tg3-Cre,,Older Gouwen,,323788096
Scnn1a-Tg3-Cre,,Older Gouwen,,320207387
Scnn1a-Tg3-Cre,,Older Gouwen,,486893033
Scnn1a-Tg3-Cre,,Older Gouwen,,314900022
Scnn1a-Tg3-Cre,,Older Gouwen,,320836481
Scnn1a-Tg3-Cre,,Older Gouwen,,515188639
Scnn1a-Tg3-Cre,,Older Gouwen,,321013314
Scnn1a-Tg3-Cre,,Older Gouwen,,469798159
Scnn1a-Tg3-Cre,,Older Gouwen,,506226516
Scnn1a-Tg3-Cre,,Older Gouwen,,476129135
Scnn1a-Tg3-Cre,,Older Gouwen,,313861934
Scnn1a-Tg3-Cre,,Older Gouwen,,320880293
Scnn1a-Tg3-Cre,,Older Gouwen,,469800845
Scnn1a-Tg3-Cre,,Older Gouwen,,513843815
Scnn1a-Tg3-Cre,,Older Gouwen,,469832490
Scnn1a-Tg3-Cre,,Older Gouwen,,476263004
Scnn1a-Tg3-Cre,,Older Gouwen,,500961697
Scnn1a-Tg3-Cre,,Older Gouwen,,476525478
Scnn1a-Tg3-Cre,,Older Gouwen,,395830185
Scnn1a-Tg3-Cre,,Older Gouwen,,515056927
Scnn1a-Tg3-Cre,,Older Gouwen,,584637407
Scnn1a-Tg3-Cre,,Older Gouwen,,313861794
Scnn1a-Tg3-Cre,,Older Gouwen,,577883225
Scnn1a-Tg3-Cre,,Older Gouwen,,469803127
Scnn1a-Tg3-Cre,,Older Gouwen,,488450754
Scnn1a-Tg3-Cre,,Older Gouwen,,479415457
Scnn1a-Tg3-Cre,,Older Gouwen,,488471111
Scnn1a-Tg3-Cre,,Older Gouwen,,468193142
Scnn1a-Tg3-Cre,,Older Gouwen,,468054671
Scnn1a-Tg3-Cre,,Older Gouwen,,476557750
Scnn1a-Tg3-Cre,,Older Gouwen,,469803003
Scnn1a-Tg3-Cre,,Older Gouwen,,476131588
Scnn1a-Tg3-Cre,,Older Gouwen,,513832252
Scnn1a-Tg3-Cre,,Older Gouwen,,395851985
Scnn1a-Tg3-Cre,,Older Gouwen,,396903227
Scnn1a-Tg3-Cre,,Older Gouwen,,466431949
Scnn1a-Tg3-Cre,,Older Gouwen,,476216637
Scnn1a-Tg3-Cre,,Older Gouwen,,505798354
Scnn1a-Tg3-Cre,,Older Gouwen,,483083080
Scnn1a-Tg3-Cre,,Older Gouwen,,515059388
Scnn1a-Tg3-Cre,,Older Gouwen,,476144118
Scnn1a-Tg3-Cre,,Older Gouwen,,488434725
Scnn1a-Tg3-Cre,,Older Gouwen,,469793303
Scnn1a-Tg3-Cre,,Older Gouwen,,314831019
Scnn1a-Tg3-Cre,,Older Gouwen,,584146987
Scnn1a-Tg3-Cre,,Older Gouwen,,584632767
Scnn1a-Tg3-Cre,,Older Gouwen,,476126528
Scnn1a-Tg3-Cre,,Older Gouwen,,476218657
Scnn1a-Tg3-Cre,,Older Gouwen,,577821067
Scnn1a-Tg2-Cre,,Older Gouwen,,490283519
Scnn1a-Tg2-Cre,,Older Gouwen,,484738748
Scnn1a-Tg2-Cre,,Older Gouwen,,490263211
Scnn1a-Tg2-Cre,,Older Gouwen,,490283114
Scnn1a-Tg2-Cre,,Older Gouwen,,479993900
Scnn1a-Tg2-Cre,,Older Gouwen,,325479788
Scnn1a-Tg2-Cre,,Older Gouwen,,480008325
Scnn1a-Tg2-Cre,,Older Gouwen,,325158873
Scnn1a-Tg2-Cre,,Older Gouwen,,518271679
Scnn1a-Tg2-Cre,,Older Gouwen,,325471170
Scnn1a-Tg2-Cre,,Older Gouwen,,349621141
Scnn1a-Tg2-Cre,,Older Gouwen,,464079491
Scnn1a-Tg2-Cre,,Older Gouwen,,483111429
Scnn1a-Tg2-Cre,,Older Gouwen,,476056333
Scnn1a-Tg2-Cre,,Older Gouwen,,490267219
Scnn1a-Tg2-Cre,,Older Gouwen,,324521027
Scnn1a-Tg2-Cre,,Older Gouwen,,325480372
Scnn1a-Tg2-Cre,,Older Gouwen,,478891084
Scnn1a-Tg2-Cre,,Older Gouwen,,505847801
Scnn1a-Tg2-Cre,,Older Gouwen,,518238899
Scnn1a-Tg2-Cre,,Older Gouwen,,476054829
Scnn1a-Tg2-Cre,,Older Gouwen,,507770911
Scnn1a-Tg2-Cre,,Older Gouwen,,490205998
Scnn1a-Tg2-Cre,,Older Gouwen,,467782778
Scnn1a-Tg2-Cre,,Older Gouwen,,480011594
Scnn1a-Tg2-Cre,,Older Gouwen,,517647182
Scnn1a-Tg2-Cre,,Older Gouwen,,325464516
Scnn1a-Tg2-Cre,,Older Gouwen,,475751758
Scnn1a-Tg2-Cre,,Older Gouwen,,518290966
Scnn1a-Tg2-Cre,,Older Gouwen,,506777471
Scnn1a-Tg2-Cre,,Older Gouwen,,478888083
Scnn1a-Tg2-Cre,,Older Gouwen,,320668879
Scnn1a-Tg2-Cre,,Older Gouwen,,480003970
Scnn1a-Tg2-Cre,,Older Gouwen,,467703703
Scnn1a-Tg2-Cre,,Older Gouwen,,476054887
Scnn1a-Tg2-Cre,,Older Gouwen,,484737013
Scnn1a-Tg2-Cre,,Older Gouwen,,354190013
Scnn1a-Tg2-Cre,,Older Gouwen,,349593629
Scnn1a-Tg2-Cre,,Older Gouwen,,483109334
Scnn1a-Tg2-Cre,,Older Gouwen,,517981878
Scnn1a-Tg2-Cre,,Older Gouwen,,313862022
Scnn1a-Tg2-Cre,,Older Gouwen,,320668841
Scnn1a-Tg2-Cre,,Older Gouwen,,517645929
Scnn1a-Tg2-Cre,,Older Gouwen,,480364000
Scnn1a-Tg2-Cre,,Older Gouwen,,348592897
Scnn1a-Tg2-Cre,,Older Gouwen,,517982558
Scnn1a-Tg2-Cre,,Older Gouwen,,478888052
Scnn1a-Tg2-Cre,,Older Gouwen,,502829071
Scnn1a-Tg2-Cre,,Older Gouwen,,518287095
Scnn1a-Tg2-Cre,,Older Gouwen,,467831649
Scnn1a-Tg2-Cre,,Older Gouwen,,483068687
Scnn1a-Tg2-Cre,,Older Gouwen,,469661756
Scnn1a-Tg2-Cre,,Older Gouwen,,480647923
Scnn1a-Tg2-Cre,,Older Gouwen,,478892782
Scnn1a-Tg2-Cre,,Older Gouwen,,324532703
Rorb-IRES2-Cre,,Older Gouwen,,504615116
Rorb-IRES2-Cre,,Older Gouwen,,502614426
Rorb-IRES2-Cre,,Older Gouwen,,480087928
Rorb-IRES2-Cre,,Older Gouwen,,479771670
Rorb-IRES2-Cre,,Older Gouwen,,473611755
Rorb-IRES2-Cre,,Older Gouwen,,314804042
Rorb-IRES2-Cre,,Older Gouwen,,488679042
Rorb-IRES2-Cre,,Older Gouwen,,480169202
Rorb-IRES2-Cre,,Older Gouwen,,497590510
Rorb-IRES2-Cre,,Older Gouwen,,488491756
Rorb-IRES2-Cre,,Older Gouwen,,486514107
Rorb-IRES2-Cre,,Older Gouwen,,507101551
Rorb-IRES2-Cre,,Older Gouwen,,322723785
Rorb-IRES2-Cre,,Older Gouwen,,478500297
Rorb-IRES2-Cre,,Older Gouwen,,502100978
Rorb-IRES2-Cre,,Older Gouwen,,479225294
Rorb-IRES2-Cre,,Older Gouwen,,476053392
Rorb-IRES2-Cre,,Older Gouwen,,488697964
Rorb-IRES2-Cre,,Older Gouwen,,501951290
Rorb-IRES2-Cre,,Older Gouwen,,475848827
Rorb-IRES2-Cre,,Older Gouwen,,480114344
Rorb-IRES2-Cre,,Older Gouwen,,486508983
Rorb-IRES2-Cre,,Older Gouwen,,488680211
Rorb-IRES2-Cre,,Older Gouwen,,479492633
Rorb-IRES2-Cre,,Older Gouwen,,501848265
Rorb-IRES2-Cre,,Older Gouwen,,502143149
Rorb-IRES2-Cre,,Older Gouwen,,488697163
Rorb-IRES2-Cre,,Older Gouwen,,478586425
Rorb-IRES2-Cre,,Older Gouwen,,329557305
Rorb-IRES2-Cre,,Older Gouwen,,329554392
Rorb-IRES2-Cre,,Older Gouwen,,488493019
Rorb-IRES2-Cre,,Older Gouwen,,480640846
Rorb-IRES2-Cre,,Older Gouwen,,488689403
Rorb-IRES2-Cre,,Older Gouwen,,476615310
Rorb-IRES2-Cre,,Older Gouwen,,480121089
Rorb-IRES2-Cre,,Older Gouwen,,329550137
Rorb-IRES2-Cre,,Older Gouwen,,479766169
Rorb-IRES2-Cre,,Older Gouwen,,504613416
Rorb-IRES2-Cre,,Older Gouwen,,480777144
Rorb-IRES2-Cre,,Older Gouwen,,480122859
Rorb-IRES2-Cre,,Older Gouwen,,320654829
Rorb-IRES2-Cre,,Older Gouwen,,504647603
Rorb-IRES2-Cre,,Older Gouwen,,500859045
Rorb-IRES2-Cre,,Older Gouwen,,329554301
Rorb-IRES2-Cre,,Older Gouwen,,502887600
Rorb-IRES2-Cre,,Older Gouwen,,480778441
Rorb-IRES2-Cre,,Older Gouwen,,480116737
Rorb-IRES2-Cre,,Older Gouwen,,484564503
Rorb-IRES2-Cre,,Older Gouwen,,476550499
Rorb-IRES2-Cre,,Older Gouwen,,485889190
Rorb-IRES2-Cre,,Older Gouwen,,501895840
Rorb-IRES2-Cre,,Older Gouwen,,473111617
Rorb-IRES2-Cre,,Older Gouwen,,497611660
Rorb-IRES2-Cre,,Older Gouwen,,488698341
Rorb-IRES2-Cre,,Older Gouwen,,479179020
Rorb-IRES2-Cre,,Older Gouwen,,488496181
Rorb-IRES2-Cre,,Older Gouwen,,486502127
Rorb-IRES2-Cre,,Older Gouwen,,476616076
Rorb-IRES2-Cre,,Older Gouwen,,480351780
Rorb-IRES2-Cre,,Older Gouwen,,314822529
Rorb-IRES2-Cre,,Older Gouwen,,324065524
Rorb-IRES2-Cre,,Older Gouwen,,324025371
Rorb-IRES2-Cre,,Older Gouwen,,501847931
Rorb-IRES2-Cre,,Older Gouwen,,490624177
Rorb-IRES2-Cre,,Older Gouwen,,488681087
Rorb-IRES2-Cre,,Older Gouwen,,506133241
Rorb-IRES2-Cre,,Older Gouwen,,322761772
Rorb-IRES2-Cre,,Older Gouwen,,314800921
Rorb-IRES2-Cre,,Older Gouwen,,488699635
Rorb-IRES2-Cre,,Older Gouwen,,476051620
Rorb-IRES2-Cre,,Older Gouwen,,479298821
Rorb-IRES2-Cre,,Older Gouwen,,488501165
Rorb-IRES2-Cre,,Older Gouwen,,313861677
Rorb-IRES2-Cre,,Older Gouwen,,480090260
Rorb-IRES2-Cre,,Older Gouwen,,467357834
Rorb-IRES2-Cre,,Older Gouwen,,502647640
Rorb-IRES2-Cre,,Older Gouwen,,510702304
Rorb-IRES2-Cre,,Older Gouwen,,479015224
Rorb-IRES2-Cre,,Older Gouwen,,490612150
Rorb-IRES2-Cre,,Older Gouwen,,480169278
Rorb-IRES2-Cre,,Older Gouwen,,324053519
Rorb-IRES2-Cre,,Older Gouwen,,484659182
Rorb-IRES2-Cre,,Older Gouwen,,320639930
Rorb-IRES2-Cre,,Older Gouwen,,473601979
Rorb-IRES2-Cre,,Older Gouwen,,510699928
Rorb-IRES2-Cre,,Older Gouwen,,473642382
Rorb-IRES2-Cre,,Older Gouwen,,329550277
Rorb-IRES2-Cre,,Older Gouwen,,502597328
Rorb-IRES2-Cre,,Older Gouwen,,314617802
Rorb-IRES2-Cre,,Older Gouwen,,480266505
Rorb-IRES2-Cre,,Older Gouwen,,479225052
Rorb-IRES2-Cre,,Older Gouwen,,479492800
Rorb-IRES2-Cre,,Older Gouwen,,476562817
Rorb-IRES2-Cre,,Older Gouwen,,466800233
Rorb-IRES2-Cre,,Older Gouwen,,480169178
Rorb-IRES2-Cre,,Older Gouwen,,504913842
Rorb-IRES2-Cre,,Older Gouwen,,488695444
Rorb-IRES2-Cre,,Older Gouwen,,476619123
Rorb-IRES2-Cre,,Older Gouwen,,478499902
Rorb-IRES2-Cre,,Older Gouwen,,502143555
Rorb-IRES2-Cre,,Older Gouwen,,479303890
Rorb-IRES2-Cre,,Older Gouwen,,466378900
Rorb-IRES2-Cre,,Older Gouwen,,486472847
Rorb-IRES2-Cre,,Older Gouwen,,497583188
Rorb-IRES2-Cre,,Older Gouwen,,314642645
Rorb-IRES2-Cre,,Older Gouwen,,483091861
Rorb-IRES2-Cre,,Older Gouwen,,488680917
Rorb-IRES2-Cre,,Older Gouwen,,480648382
Rorb-IRES2-Cre,,Older Gouwen,,504614622
Rorb-IRES2-Cre,,Older Gouwen,,490626827
Rorb-IRES2-Cre,,Older Gouwen,,488504814
Rorb-IRES2-Cre,,Older Gouwen,,485931158
Rorb-IRES2-Cre,,Older Gouwen,,479013100
Rorb-IRES2-Cre,,Older Gouwen,,329549957
Rorb-IRES2-Cre,,Older Gouwen,,314529406
Rorb-IRES2-Cre,,Older Gouwen,,502873181
Rorb-IRES2-Cre,,Older Gouwen,,479225080
Rorb-IRES2-Cre,,Older Gouwen,,479772774
Rorb-IRES2-Cre,,Older Gouwen,,488491186
Rorb-IRES2-Cre,,Older Gouwen,,479508018
Rorb-IRES2-Cre,,Older Gouwen,,478586295
Rorb-IRES2-Cre,,Older Gouwen,,480798873
Rorb-IRES2-Cre,,Older Gouwen,,478497530
Rorb-IRES2-Cre,,Older Gouwen,,500857324
Rorb-IRES2-Cre,,Older Gouwen,,476049169
Rorb-IRES2-Cre,,Older Gouwen,,324025297
Rorb-IRES2-Cre,,Older Gouwen,,480268803
Rorb-IRES2-Cre,,Older Gouwen,,488569196
Rorb-IRES2-Cre,,Older Gouwen,,480643417
Rorb-IRES2-Cre,,Older Gouwen,,501848315
Rorb-IRES2-Cre,,Older Gouwen,,488495740
Rorb-IRES2-Cre,,Older Gouwen,,502144146
Rorb-IRES2-Cre,,Older Gouwen,,507100117
Rorb-IRES2-Cre,,Older Gouwen,,490626718
Rorb-IRES2-Cre,,Older Gouwen,,313860745
Rorb-IRES2-Cre,,Older Gouwen,,484457747
Rorb-IRES2-Cre,,Older Gouwen,,314800874
Rorb-IRES2-Cre,,Older Gouwen,,484770879
Rorb-IRES2-Cre,,Older Gouwen,,500894271
Rorb-IRES2-Cre,,Older Gouwen,,485836906
Rorb-IRES2-Cre,,Older Gouwen,,502574847
Rorb-IRES2-Cre,,Older Gouwen,,324053705
Rorb-IRES2-Cre,,Older Gouwen,,469761118
Rorb-IRES2-Cre,,Older Gouwen,,485884503
Rorb-IRES2-Cre,,Older Gouwen,,478588073
Rorb-IRES2-Cre,,Older Gouwen,,488683322
Rorb-IRES2-Cre,,Older Gouwen,,480124551
Rorb-IRES2-Cre,,Older Gouwen,,488712472
Rorb-IRES2-Cre,,Older Gouwen,,469763389
Rorb-IRES2-Cre,,Older Gouwen,,517753911
Rorb-IRES2-Cre,,Older Gouwen,,473020156
Rorb-IRES2-Cre,,Older Gouwen,,324032509
Rorb-IRES2-Cre,,Older Gouwen,,484571248
Rorb-IRES2-Cre,,Older Gouwen,,507121819
Rorb-IRES2-Cre,,Older Gouwen,,478498617
Rorb-IRES2-Cre,,Older Gouwen,,480273887
Rorb-IRES2-Cre,,Older Gouwen,,486509644
Rorb-IRES2-Cre,,Older Gouwen,,488543754
Rorb-IRES2-Cre,,Older Gouwen,,480792667
Rorb-IRES2-Cre,,Older Gouwen,,484559000
Rorb-IRES2-Cre,,Older Gouwen,,480705931
Rorb-IRES2-Cre,,Older Gouwen,,510702728
Rorb-IRES2-Cre,,Older Gouwen,,486500736
Rorb-IRES2-Cre,,Older Gouwen,,485837504
Rorb-IRES2-Cre,,Older Gouwen,,486466923
Rorb-IRES2-Cre,,Older Gouwen,,501847408
Rorb-IRES2-Cre,,Older Gouwen,,479770916
Rorb-IRES2-Cre,,Older Gouwen,,484679812
Rorb-IRES2-Cre,,Older Gouwen,,486513293
Rorb-IRES2-Cre,,Older Gouwen,,476823462
Rorb-IRES2-Cre,,Older Gouwen,,480171386
Rorb-IRES2-Cre,,Older Gouwen,,502120615
Rorb-IRES2-Cre,,Older Gouwen,,476048909
Rorb-IRES2-Cre,,Older Gouwen,,480353286
Rorb-IRES2-Cre,,Older Gouwen,,488473535
Rorb-IRES2-Cre,,Older Gouwen,,467003163
Rbp4-Cre_KL100,,Older Gouwen,,490916919
Rbp4-Cre_KL100,,Older Gouwen,,471129934
Rbp4-Cre_KL100,,Older Gouwen,,486025194
Rbp4-Cre_KL100,,Older Gouwen,,508887004
Rbp4-Cre_KL100,,Older Gouwen,,480714960
Rbp4-Cre_KL100,,Older Gouwen,,479150681
Rbp4-Cre_KL100,,Older Gouwen,,490966322
Rbp4-Cre_KL100,,Older Gouwen,,501886192
Rbp4-Cre_KL100,,Older Gouwen,,486246801
Rbp4-Cre_KL100,,Older Gouwen,,485577686
Rbp4-Cre_KL100,,Older Gouwen,,486176465
Rbp4-Cre_KL100,,Older Gouwen,,485574721
Rbp4-Cre_KL100,,Older Gouwen,,486191673
Rbp4-Cre_KL100,,Older Gouwen,,490982660
Rbp4-Cre_KL100,,Older Gouwen,,485955982
Rbp4-Cre_KL100,,Older Gouwen,,569715141
Rbp4-Cre_KL100,,Older Gouwen,,488420599
Rbp4-Cre_KL100,,Older Gouwen,,515249852
Rbp4-Cre_KL100,,Older Gouwen,,477930684
Rbp4-Cre_KL100,,Older Gouwen,,483092310
Rbp4-Cre_KL100,,Older Gouwen,,486111903
Rbp4-Cre_KL100,,Older Gouwen,,490733962
Rbp4-Cre_KL100,,Older Gouwen,,515511110
Rbp4-Cre_KL100,,Older Gouwen,,501014504
Rbp4-Cre_KL100,,Older Gouwen,,325941643
Rbp4-Cre_KL100,,Older Gouwen,,486132712
Rbp4-Cre_KL100,,Older Gouwen,,477862382
Rbp4-Cre_KL100,,Older Gouwen,,479728896
Rbp4-Cre_KL100,,Older Gouwen,,508566646
Rbp4-Cre_KL100,,Older Gouwen,,508883033
Rbp4-Cre_KL100,,Older Gouwen,,490772223
Rbp4-Cre_KL100,,Older Gouwen,,501839495
Rbp4-Cre_KL100,,Older Gouwen,,471758398
Rbp4-Cre_KL100,,Older Gouwen,,488117124
Rbp4-Cre_KL100,,Older Gouwen,,471767045
Rbp4-Cre_KL100,,Older Gouwen,,485610263
Rbp4-Cre_KL100,,Older Gouwen,,479722622
Rbp4-Cre_KL100,,Older Gouwen,,569710450
Rbp4-Cre_KL100,,Older Gouwen,,471143169
Rbp4-Cre_KL100,,Older Gouwen,,485608017
Rbp4-Cre_KL100,,Older Gouwen,,490612844
