T type sub-class,T type,T type class,Specimen ID,Axon Bias X (millimeters),Axon Bias Y (millimeters),Axon Contraction,Axon Emd With Basal Dendrite,Axon Extent X (millimeters),Axon Extent Y (millimeters),Axon Hist Pc 0,Axon Hist Pc 1,Axon Hist Pc 2,Axon Hist Pc 3,Axon Hist Pc 4,Axon Max Branch Order,Axon Max Euclidean Distance (millimeters),Axon Max Path Distance (millimeters),Axon Num Branches,Axon Pct Above Basal Dendrite,Axon Pct Below Basal Dendrite,Axon Pct Intersect Basal Dendrite,Axon Soma Distance (millimeters),Axon Soma Percentile X,Axon Soma Percentile Y,Axon Soma Theta,Axon Total Length (millimeters),Basal Dendrite Bias X (millimeters),Basal Dendrite Bias Y (millimeters),Basal Dendrite Contraction,Basal Dendrite Extent X (millimeters),Basal Dendrite Extent Y (millimeters),Basal Dendrite Max Branch Order,Basal Dendrite Max Euclidean Distance (millimeters),Basal Dendrite Max Path Distance (millimeters),Basal Dendrite Num Branches,Basal Dendrite Num Stems,Basal Dendrite Pct Above Axon,Basal Dendrite Pct Below Axon,Basal Dendrite Pct Intersect Axon,Basal Dendrite Soma Percentile X,Basal Dendrite Soma Percentile Y,Basal Dendrite Stem Exit Down,Basal Dendrite Stem Exit Side Less,Basal Dendrite Stem Exit Side More,Basal Dendrite Stem Exit Up,Basal Dendrite Total Length (millimeters),Normalized Soma Depth
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,759909292,0.176333684,0.225158701,0.849970797,39.84101501,0.442245041,0.621469545,301.6928162,1247.546572,-838.5083021,456.826485,362.6627697,28,0.515188802,1.070510099,535,0.534529476,0.012010253,0.453460271,0.035059192,0.316147931,0.136799707,0.36675691,21.37489349,0.048783327,0.024684712,0.913745893,0.217889984,0.172545898,8,0.203027943,0.219808938,50,6,0,0,1,0.293666027,0.40946897,0.5,0,0.166666667,0.333333333,2.349429861,0.508294562
Sncg interneuron,Sncg Gpr50,CGE interneuron,941794256,0.175428256,0.33361176,0.837944261,14.45100738,0.56358764,0.43136719,112.2723929,76.70900831,30.89962335,-154.8305003,-480.2349891,10,0.458264212,0.787234684,63,0,0.246101871,0.753898129,0,0.437110187,0.897349272,0.51760649,5.956479457,0.009150721,0.0809129,0.811431028,0.294171057,0.244287924,4,0.258629012,0.320307951,37,5,0.077322562,0,0.922677438,0.436814772,0.606462781,0.2,0.2,0.2,0.4,2.703100798,0.111058526
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,761297232,0.17525139,0.281490662,0.845084066,47.14368146,0.383286242,0.318967082,-368.2725985,51.95989509,-280.2407411,-374.0999839,-371.3075512,11,0.366886481,0.487640817,71,0,0.25394258,0.74605742,0.01948192,0.411241407,0.990699555,0.194748103,3.439857623,0.00141468,0.12919261,0.808828912,0.184310972,0.554250325,8,0.349154142,0.478510132,48,2,0.572377158,0,0.427622842,0.18415228,0.421868083,0.5,0,0,0.5,2.858398025,0.379875763
Sst interneuron,Sst Myh8 Etv1,MGE interneuron,751199266,0.173456936,0.509588917,0.859116094,69.598615,0.519717817,0.686140348,416.0543042,350.1678322,80.97108286,-404.925505,561.2965198,24,0.619978283,1.063187392,427,0.900773579,0,0.099226421,0.012497307,0.397351979,0.021124665,0.286775598,20.00969885,0.045514583,0.066885084,0.848597274,0.273978699,0.165982321,8,0.175491491,0.246175962,47,7,0,0.069934641,0.930065359,0.377124183,0.734640523,0.285714286,0.285714286,0.285714286,0.142857143,2.17840578,0.719039181
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,761429710,0.173405005,0.274762815,0.857235701,6.2039227,0.704748829,0.532713065,2079.725417,130.9057676,1470.916798,-812.3742221,310.9568976,49,0.490107537,1.370507394,809,0.097747296,0.034626966,0.867625739,0.010477318,0.401025984,0.290509646,0.246374374,25.86339967,0.026745711,0.020707555,0.89813782,0.179727494,0.183291854,5,0.146656425,0.183065425,44,4,0,0,1,0.44939577,0.532477341,0.5,0,0,0.5,2.002269597,0.207086046
Pvalb interneuron,Pvalb Sema3e Kank4,MGE interneuron,692821749,0.172982795,0.086907516,0.84651121,10.81064396,0.61874704,0.320362442,-1213.434981,-159.9818342,948.6257183,581.1325208,31.22237447,15,0.418583885,0.94112906,311,0,0.064507659,0.935492341,0,0.439649891,0.366564551,0.361455312,16.11980429,0.007779854,0.257936835,0.830749508,0.291246121,0.418305836,6,0.378463411,0.466734904,41,9,0.204072598,0,0.795927402,0.457724657,0.340858787,0.222222222,0.333333333,0.333333333,0.111111111,3.103017134,0.84305436
Sst Chodl interneuron,Sst Chodl,MGE interneuron,786176775,0.172324686,0.006601509,0.791833396,5.514242035,0.661312776,0.389610958,-1173.459784,-228.4078517,429.4315108,-62.36146574,886.5863426,15,0.43267743,0.754294828,207,0.001562372,0.003371433,0.995066195,0,0.199490174,0.551599375,0.667712846,16.74632326,0.000546778,0.037804523,0.858933331,0.453686715,0.337395091,7,0.278878089,0.341241838,46,6,0,0,1,0.377453218,0.223642173,0.5,0.166666667,0.166666667,0.166666667,2.91939562,0.705586955
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,657983207,0.17177571,0.320653134,0.868040302,25.9763881,0.635454087,0.555220891,-554.9932941,-171.8103274,-226.8243259,-140.6800751,212.8901597,17,0.500521576,0.786249875,195,0.426811594,0,0.573188406,0.013030156,0.487801932,0.119927536,0.024854169,12.48085582,0.111785741,0.012705986,0.890749068,0.349777266,0.342239954,6,0.23173472,0.267138359,45,3,0,0.022570244,0.977429756,0.386457854,0.41363427,0,0,0.333333333,0.666666667,3.004304177,0.780965444
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,739539292,0.167265705,0.3737239,0.852764415,40.39607125,0.394985751,0.645032221,-218.6099282,289.4279801,-360.2785975,-449.6981834,94.15288987,18,0.577669481,1.094256399,191,0.420158219,0,0.579841781,0.03171642,0.210518605,0.403603868,0.576085318,10.5793097,0.100027533,0.117352445,0.814653478,0.357651887,0.212918028,10,0.25057545,0.34409571,50,2,0,0.06264637,0.93735363,0.344262295,0.950819672,0,0.5,0.5,0,2.349111447,0.580899987
Lamp5 interneuron,Lamp5 Fam19a1 Tmem182,CGE interneuron,644941196,0.163248007,0.028054515,0.819845384,0.731893455,0.632809051,0.174460538,242.6576719,1237.633599,79.67836558,32.34922808,-208.0283676,24,0.479651066,1.245291441,183,0.001147917,0.033289603,0.96556248,0.012063842,0.306985897,0.577566415,0.379752892,10.47626968,0.037421855,0.009647445,0.767100542,0.300087841,0.13519789,7,0.181034523,0.286279394,44,4,0,0,1,0.490176817,0.547151277,0.25,0.25,0.25,0.25,3.261594382,0.090413276
Sncg interneuron,Sncg Vip Itih5,CGE interneuron,861736319,0.161904018,0.215580409,0.836568513,8.805896405,0.303924962,0.239293019,136.5766215,-73.64019366,190.3834603,-338.0060195,-527.6474308,18,0.243828268,0.502160934,95,0,0.106182796,0.893817204,0.012880588,0.257392473,0.979502688,0.906332971,3.889524402,0.046859362,0.058063306,0.832282156,0.251406782,0.227494047,7,0.16287645,0.233509406,33,3,0.165972222,0,0.834027778,0.448611111,0.733333333,0.333333333,0.333333333,0.333333333,0,2.023522102,0.12966382
Sst interneuron,Sst Nts,MGE interneuron,694162255,0.160953037,0.022656353,0.851612643,5.809607683,0.324847466,0.274238624,-432.3491694,74.85006822,47.99463338,-118.8671452,-652.8597785,14,0.245744606,0.519520877,53,0,0,1,0.042828924,0.326913066,0.609057782,0.482607014,2.930053982,0.032841285,0.045484336,0.848447204,0.380582992,0.380295658,6,0.293774277,0.377089588,36,4,0.158722814,0.00740398,0.833873207,0.402128644,0.552059232,0.25,0.25,0.5,0,2.88518731,0.863930174
Sncg interneuron,Sncg Gpr50,CGE interneuron,763912380,0.160738089,0.046254283,0.85520499,11.26332256,0.744462183,0.496276487,-1020.139989,-123.711728,635.7296276,326.2564516,32.23543791,20,0.472146165,0.907312896,203,0.026413854,0.063897413,0.909688733,0.014002157,0.393029373,0.837571241,0.633749527,14.28383657,0.019875895,0.005771345,0.8415571,0.267786567,0.288973384,5,0.282212267,0.366065513,41,5,0,0,1,0.41195831,0.592978607,0.4,0,0.2,0.4,2.960054936,0.71460681
Sst interneuron,Sst Calb2 Necab1,MGE interneuron,728756295,0.155229638,0.14580549,0.846975891,24.90342603,0.333097072,0.561459801,-258.1453918,-32.19864638,-368.6654888,-376.629709,-259.9015662,20,0.379621843,0.48946324,173,0.580104237,0.002492635,0.417403127,0.01565771,0.421481985,0.088828461,0.33575041,6.585147066,0.006617363,0.129471687,0.88672871,0.274742843,0.262267087,6,0.229573352,0.290347925,36,4,0,0,1,0.377115775,0.488828707,0.25,0,0.5,0.25,2.487279118,0.605518033
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,898703349,0.154369896,0.018180052,0.825692571,24.53651105,0.23076053,0.621107145,-281.2637769,-21.97240818,-323.1762139,-328.283744,-273.1465416,22,0.401494438,0.859959071,137,0,0,1,0.022709974,0.192696768,0.723168024,0.875928854,6.101438688,0.055159043,0.005750781,0.839279674,0.26846773,0.736595757,11,0.434267275,0.5611524,70,2,0.133219471,0.13891261,0.727867919,0.487048107,0.640762881,0.5,0,0,0.5,5.010841978,0.430557125
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,745692039,0.154122539,0.189118951,0.815308352,51.26626601,0.50023251,0.754966762,310.179888,965.7764291,-363.8095482,119.077315,391.5214033,26,0.50632494,1.084177071,453,0.447995789,0.006843649,0.545160563,0.021286005,0.400315861,0.101601865,0.023110776,19.44845418,0.005000211,0.096975824,0.878886108,0.30343102,0.55730716,9,0.32827723,0.361656431,78,8,0,0,1,0.409759358,0.435494652,0.375,0.125,0.25,0.25,4.328440951,0.586044704
Sst interneuron,Sst Tac2 Tacstd2,MGE interneuron,746747868,0.154032444,0.64307,0.829766515,58.83092247,0.334588768,0.64307,-212.3299389,24.53813617,-171.8950842,-248.5559657,-289.3882766,18,0.691880969,1.062051508,109,0.531151515,0,0.468848485,0.026388194,0.224969697,0,0.491758147,5.495963421,0.023258993,0.028152004,0.873271041,0.483957581,0.407134704,6,0.371395571,0.43127061,54,4,0,0.505354411,0.494645589,0.404130546,0.486231515,0.25,0.25,0.5,0,5.319827861,0.768853244
Sst Chodl interneuron,Sst Chodl,MGE interneuron,873854264,0.153450869,0.456178294,0.861367151,18.10229341,0.602470707,0.614165931,1565.528905,-587.4398301,384.6209157,44.891164,234.4692598,16,0.546983393,0.712029961,371,0.026654568,0.178245335,0.795100096,0,0.343220099,0.921737651,0.725325201,22.68516054,0.023242837,0.200388989,0.86105884,0.639679671,0.248142309,8,0.371606357,0.468051382,61,3,0,0,1,0.491534254,0.8773118,0.333333333,0.333333333,0.333333333,0,4.815424892,0.128035642
Sst interneuron,Sst Esm1,MGE interneuron,652533530,0.153316437,0.081453436,0.784617004,11.37579381,0.63733962,0.66443541,-1036.172425,-182.7065167,239.6762004,-202.9332392,711.0493973,24,0.488582297,1.092565934,309,0.153995314,0.009856993,0.836147693,0.022816027,0.488971479,0.458107781,0.510243252,18.30413767,0.024542472,0.099096944,0.871914144,0.506729831,0.387801706,8,0.428946695,0.497524452,46,4,0,0,1,0.408201893,0.717350158,0.25,0.25,0.25,0.25,4.306063696,0.713983836
Pvalb interneuron,Pvalb Calb1 Sst,MGE interneuron,659012847,0.152637537,0.017392586,0.825819588,3.450320759,0.790972309,0.357068353,-831.7581878,-35.0501797,549.3123212,288.9841337,-398.7602007,14,0.474391354,0.780067135,129,0,0.007210845,0.992789155,0.012603275,0.280646092,0.552639169,0.184521476,10.9735762,0.006916418,0.00583458,0.900139281,0.402393111,0.335826008,5,0.298493465,0.344186567,32,6,0.000551876,0,0.999448124,0.464679912,0.616445916,0.166666667,0.166666667,0.166666667,0.5,2.724490593,0.835101032
Sst interneuron,Sst Tac1 Tacr3,MGE interneuron,659395808,0.150378886,0.028683315,0.883141675,2.545356591,0.538317892,0.331033761,-476.3001191,62.71310506,97.13433825,-83.22501239,-624.7465751,11,0.483038893,0.635392698,63,0.122986248,0,0.877013752,0.011097007,0.460117878,0.817681729,0.661673012,3.825585992,0.095976794,0.153257339,0.87955244,0.507969004,0.209149567,5,0.353648936,0.411787764,25,3,0,0.058001398,0.941998602,0.333333333,0.886792453,0.333333333,0.333333333,0.333333333,0,2.079303322,0.811729506
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,849607183,0.149506249,0.254060085,0.836412352,16.25096833,0.359117379,0.563007145,-219.5546386,12.52393583,-836.0891487,-714.7618189,388.2354257,37,0.431203784,0.735058049,525,0.182626849,0.002450758,0.814922393,0.013425271,0.419170373,0.146047018,0.166147792,15.75586755,0.020692498,0.0210215,0.872531917,0.304603069,0.243858965,7,0.187826652,0.239980587,39,5,0,0,1,0.372859025,0.279314888,0.2,0.2,0.2,0.4,2.226506311,0.579260922
Pvalb interneuron,Pvalb Sema3e Kank4,MGE interneuron,698042345,0.14767211,0.289849549,0.897065874,2.471216419,0.64376555,0.447480974,-984.028774,-95.75504311,694.7034548,425.5198821,-167.9737393,17,0.398790196,0.617367165,273,0.019416244,0.005583756,0.975,0.00908387,0.43857868,0.181852792,0.099267274,11.08747776,0.041963463,0.202039599,0.838238299,0.342028804,0.332085137,5,0.269682238,0.357381408,41,5,0,0,1,0.444139194,0.168040293,0.2,0.2,0.4,0.2,2.985549768,0.845345605
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,646805498,0.145848517,0.182121526,0.818356357,14.00925932,0.596677192,0.68045778,-724.6171232,-354.5060438,-34.29288511,116.1570875,658.3127122,21,0.462137264,0.716497775,339,0.276308968,0.006048039,0.717642993,0,0.294453084,0.569034042,0.39926054,16.94048365,0.028876529,0.138142367,0.811245369,0.335911377,0.303126244,5,0.276929254,0.370027148,32,6,0,0,1,0.496623377,0.743896104,0.333333333,0.333333333,0.333333333,0,3.084417222,0.654487677
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,752042986,0.144547467,0.380197409,0.825561093,55.40716561,0.435318365,0.593895848,242.0643612,1908.3903,-627.4630605,-29.73386772,799.6907042,21,0.536285366,0.901902758,641,0.587840177,0,0.412159823,0.044133608,0.311197286,0.041963853,0.274031412,21.04753872,0.004019508,0.025974012,0.883996231,0.272279719,0.207639552,7,0.17337769,0.218891954,70,4,0,0.013533108,0.986466892,0.492025133,0.415176414,0.5,0,0.25,0.25,2.991736002,0.60484129
Pvalb interneuron,Pvalb Th Sst,MGE interneuron,644571405,0.143444076,0.105906576,0.886852639,5.681894554,0.608566357,0.23634517,-433.6920108,82.69549978,50.40603699,-126.7502353,-729.1325737,14,0.383713197,0.552079314,161,0,0.337724551,0.662275449,0,0.318962076,0.873053892,0.371110524,6.786377864,0.065259413,0.050905063,0.877319985,0.248554595,0.158109344,4,0.163189783,0.186151812,28,6,0.039314516,0,0.960685484,0.472782258,0.393145161,0,0.333333333,0.333333333,0.333333333,1.281290608,0.922491171
Sst interneuron,Sst Tac1 Htr1d,MGE interneuron,746200101,0.143430705,0.246284169,0.864696634,15.10679335,0.465729405,0.644961471,503.881876,808.748508,385.3995219,-306.1912342,-116.9956303,23,0.457344794,0.788297768,255,0.250902093,0.095140726,0.653957181,0.010912919,0.360596584,0.129901371,0.110094022,12.42001176,0.022564698,0.014841334,0.890349855,0.17740403,0.153397864,9,0.124264306,0.165397464,61,5,0,0,1,0.358958069,0.391994917,0.4,0.2,0.2,0.2,2.15534984,0.213148928
Pvalb interneuron,Pvalb Calb1 Sst,MGE interneuron,760064682,0.143095755,0.019867644,0.887277527,4.645957746,0.451524175,0.289397053,-1178.164622,-167.2200621,848.8611325,490.1354379,165.7268384,17,0.333676034,0.542135472,315,0,0,1,0,0.330943244,0.469400121,0.316065881,16.46054683,0.002633019,0.04872975,0.8789755,0.375425256,0.395396121,4,0.265120681,0.338860188,38,8,0.088321168,0.017883212,0.89379562,0.487226277,0.431751825,0.125,0.25,0.25,0.375,4.108093914,0.781994847
Pvalb interneuron,Pvalb Gpr149 Islr,MGE interneuron,663193112,0.141751211,0.2918219,0.881166664,14.24478411,0.656640901,0.390143059,-345.3403576,-20.56813118,-692.1784978,-499.4193389,-63.70014024,14,0.401463964,0.65492973,213,0.37566393,0,0.62433607,0,0.304683728,0.017061001,0.363642852,9.268986956,0.075263801,0.077827695,0.875784784,0.3082469,0.178446029,4,0.253965526,0.312835903,34,6,0,0.0006035,0.9993965,0.243210622,0.18044659,0.166666667,0.333333333,0.333333333,0.166666667,2.454356762,0.644408491
Sst interneuron,Sst Esm1,MGE interneuron,702051128,0.141747524,0.327186759,0.853052233,18.39626277,0.383703735,0.640989762,-616.8034505,-49.19483814,-33.72181693,-305.1965362,80.65371712,20,0.491952206,0.610870987,233,0.33978045,0,0.66021955,0.027836282,0.198989371,0.236975083,0.349299817,8.45033012,0.01656911,0.098332405,0.86422112,0.279313167,0.2599025,7,0.297045778,0.371984514,45,5,0,0.025986079,0.974013921,0.206032483,0.629234339,0.2,0.2,0.4,0.2,3.61276758,0.726490585
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,674069192,0.141723374,0.288982015,0.872385696,13.23795764,0.972000577,0.611831085,601.9008386,1982.504945,40.01976012,399.3838259,166.0679014,15,0.568992274,0.89373158,275,0.344568619,0.080554314,0.574877068,0,0.459097005,0.119356281,0.610347699,18.25621108,0.042295053,0.050239331,0.837706109,0.270902168,0.123278317,6,0.180659645,0.23845502,43,5,0,0,1,0.359625668,0.326871658,0.2,0,0.4,0.4,2.231735185,0.168420473
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,667492234,0.140675712,0.112510874,0.796973756,6.023439851,0.402564332,0.21911515,783.8283832,2340.29679,246.3207635,326.2960315,236.8627401,31,0.353465871,0.836935031,389,0,0.09527103,0.90472897,0,0.331027924,0.785942768,0.573865766,18.1697017,0.027752309,0.002545658,0.888443025,0.110974852,0.126923225,6,0.132827189,0.140484716,29,3,0.016768293,0,0.983231707,0.420731707,0.43597561,0.333333333,0,0.333333333,0.333333333,0.939763231,0.073499759
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,823681740,0.140276401,0.141274198,0.82720294,7.018990485,0.47974519,0.391242901,1518.871297,-808.6732587,655.246522,-96.8697275,-80.59755902,24,0.330664392,0.743598149,429,0.038877844,0.308813784,0.652308372,0.015384622,0.375745527,0.625285325,0.781699186,18.75448365,0.015432867,0.017457318,0.891488613,0.160948379,0.161532617,10,0.113054501,0.161274013,141,5,0,0,1,0.366197183,0.58372457,0.4,0,0.2,0.4,3.588474488,0.216307463
Sst interneuron,Sst Tac1 Htr1d,MGE interneuron,669825289,0.139870287,0.158290612,0.817614773,10.94463918,0.41920625,0.529121576,821.0280847,126.335616,679.4287094,-579.57618,-182.5478609,21,0.354653236,0.737732546,317,0.026809955,0.038574661,0.934615385,0.025600341,0.408371041,0.091968326,0.212255148,14.63426779,0.047823822,0.073792931,0.841338963,0.244927714,0.196718743,5,0.229340579,0.283091528,39,5,0,0,1,0.423950057,0.238365494,0.4,0,0.2,0.4,3.118106533,0.266290952
Sst Chodl interneuron,Sst Chodl,MGE interneuron,786135798,0.138735323,0.156177028,0.802440858,19.24671436,0.699536637,0.778159021,-102.9753773,-471.2548894,-348.1061863,-56.74831091,695.1639391,14,0.579931606,0.967669965,197,0.18396759,0.046755662,0.769276748,0,0.245600053,0.271036727,0.37050394,20.82781563,0.161795594,0.159580151,0.883734412,0.432474417,0.412825817,7,0.349211017,0.412146636,38,4,0,0,1,0.343269679,0.368421053,0.25,0,0.25,0.5,3.063774739,0.646975615
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,821907565,0.138163139,0.281923119,0.870897398,33.02610644,0.546326268,0.678234101,-485.7782281,-416.6742106,-213.5281752,426.8120469,310.3982309,17,0.495468849,0.665987082,395,0.481761222,0.000600807,0.517637971,0,0.439189769,0.228735731,0.292579297,16.86417109,0.085036736,0.066913598,0.887058246,0.27282651,0.314953468,4,0.253111896,0.292764483,27,7,0,0,1,0.25257732,0.506627393,0.142857143,0.142857143,0.285714286,0.428571429,1.981672197,0.731749844
Sst interneuron,Sst Tac2 Myh4,MGE interneuron,740660643,0.137689021,0.45504335,0.863271727,44.73654798,0.323307666,0.588586874,-65.8537173,159.0265711,-971.0987421,-615.6610067,778.8843042,26,0.552877708,0.883722271,515,0.567671196,0,0.432328804,0.012326469,0.12061079,0.008677519,0.102765476,20.85447235,0.031909304,0.011117914,0.873184809,0.334965225,0.322880968,7,0.192579841,0.25219444,91,7,0,0.071365639,0.928634361,0.431718062,0.469016153,0.428571429,0.142857143,0.285714286,0.142857143,4.870705793,0.706041923
Sst interneuron,Sst Chrna2 Ptgdr,MGE interneuron,863585604,0.136599645,0.40758118,0.861796017,40.34096472,0.331127698,0.690090455,-166.2985535,292.4037506,-694.9627423,-237.6872527,295.6462149,34,0.554221859,0.974561388,413,0.460017197,0,0.539982803,0.036151234,0.148944301,0.05474348,0.276577082,16.04570272,0.058276477,0.002603009,0.853343081,0.248371611,0.289078788,6,0.256427459,0.286458436,41,5,0,0.001174398,0.998825602,0.327657076,0.174398121,0.2,0,0.2,0.6,2.536072986,0.672578948
Sncg interneuron,Sncg Gpr50,CGE interneuron,857223181,0.136571921,0.09221488,0.863376308,5.927084988,0.366042502,0.497525912,-591.9472697,26.39990129,229.6772903,23.34005582,-506.8132356,13,0.379796296,0.743734616,95,0.002779181,0.019706923,0.977513896,0,0.085396665,0.432289035,0.482200576,6.735575779,0.000718233,0.119045775,0.822192678,0.21601167,0.391731712,5,0.311669883,0.337919926,40,4,0,0,1,0.293897216,0.289079229,0.25,0,0.25,0.5,3.090893078,0.883825202
Sncg interneuron,Sncg Vip Itih5,CGE interneuron,714936352,0.136475418,0.072994695,0.845285513,11.13502593,0.37121619,0.329018175,785.4175522,-174.3749488,489.7991132,-298.3638431,-285.5820649,29,0.356956097,1.004038892,241,0,0.114872575,0.885127425,0.019775843,0.362114873,0.611512616,0.561480964,12.79536211,0.03691104,0.096670468,0.89018121,0.204428889,0.282244271,5,0.278863148,0.30764826,46,8,0.057876195,0,0.942123805,0.495722194,0.265727227,0.25,0.25,0.25,0.25,3.176217988,0.194371685
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,623415197,0.135932841,0.13209598,0.827715552,3.133080671,0.42410426,0.360148924,370.7571106,139.1361207,374.1151762,-452.2154175,-389.242815,19,0.284734538,0.59030168,215,0.000190767,0.041205647,0.958603586,0,0.395078214,0.29988554,0.649091842,6.984461166,0.01475938,0.021720534,0.836541836,0.249705552,0.206112846,6,0.147420774,0.179357864,34,6,0,0,1,0.456066946,0.390516039,0,0.333333333,0.333333333,0.333333333,1.716779634,0.192780063
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,658012080,0.135355871,0.111187297,0.855302369,10.75365595,0.69072808,0.454090302,-1254.649974,-187.9367281,910.0701792,506.0151452,243.1272108,22,0.419006188,0.760121096,305,0.119571633,0,0.880428367,0,0.437810945,0.306096635,0.094073959,16.75815925,0.052704647,0.122833066,0.879780597,0.299538007,0.357486623,5,0.261273824,0.338912782,47,5,0,0.036472946,0.963527054,0.373547094,0.580761523,0.4,0,0.4,0.2,3.65687653,0.825191802
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,604646725,0.131859781,0.27664527,0.833266376,26.94036687,0.492372984,0.679287929,-397.6341288,50.24021859,-202.0504639,-295.3209212,-231.5437441,12,0.576859602,0.993309851,79,0,0.186330756,0.813669244,0,0.298827638,0.917934647,0.643441593,6.079714188,0.017289816,0.056065362,0.777451457,0.21313091,0.614098175,7,0.339073694,0.450600587,32,2,0.120446819,0,0.879553181,0.411850413,0.707139388,0.5,0,0,0.5,3.0698509,0.296417921
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,661492805,0.131591118,0.111314764,0.85528161,42.77988592,0.395676044,0.609369479,396.1061623,756.7063223,-438.545524,89.33352208,282.1366997,23,0.408681505,0.741295243,465,0.587777865,0.018380331,0.393841803,0,0.242793182,0.217893331,0.411638231,19.83266344,0.018302778,0.056229177,0.829944635,0.209941279,0.212683281,5,0.231500337,0.283389481,41,5,0,0,1,0.41236413,0.629755435,0.4,0.2,0.4,0,2.413560685,0.496712101
Sst Chodl interneuron,Sst Chodl,MGE interneuron,701075567,0.130347786,0.143395161,0.856850867,12.3589477,0.452193827,0.581552331,-600.0721637,-191.4642048,-1008.101542,-780.2242936,930.891595,22,0.381320896,0.626426954,501,0,0.021545995,0.978454005,0,0.260790486,0.699895068,0.560047862,22.2106615,0.014384529,0.020645438,0.859152665,0.345043357,0.48577791,8,0.314853281,0.379427364,66,4,0.027740189,0,0.972259811,0.448240866,0.448240866,0.25,0,0.25,0.5,4.374892204,0.506603387
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,762590075,0.130206953,0.287305796,0.860801517,3.773271673,0.666334344,0.469693517,1062.508128,1136.506677,760.187254,-492.049898,116.870008,37,0.458061879,1.28130385,411,0.005665948,0.038783816,0.955550235,0.030823863,0.335807198,0.349293751,0.580556274,18.78623701,0.044672381,0.021037118,0.888949308,0.227554096,0.195712813,9,0.158294247,0.187791045,69,5,0,0,1,0.426162261,0.428441203,0.4,0.2,0.2,0.2,3.087484009,0.154131531
Sst interneuron,Sst Rxfp1 Eya1,MGE interneuron,750833190,0.129255968,0.38388034,0.874566512,8.769637533,0.612730875,0.84675246,-1474.870787,-416.8492102,1067.097439,872.6044138,830.6664978,31,0.635935686,1.107721509,447,0.109520248,0.071855968,0.818623785,0.017940863,0.461053531,0.275617053,0.414105814,25.75828442,0.021994326,0.193554536,0.875912882,0.245728598,0.375630915,7,0.286194506,0.36464615,59,5,0,0,1,0.452269693,0.156542056,0.2,0.2,0.4,0.2,3.836440604,0.809376319
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,691685873,0.129096125,0.033835755,0.813268022,10.06755602,0.295882721,0.411300405,1204.789812,-464.9601592,30.63103007,262.0173833,27.56060033,18,0.296085991,0.503425515,465,0.164591599,0.150362567,0.685045834,0,0.226227938,0.44821453,0.308350772,20.40767895,0.02597863,0.015162564,0.849983801,0.171118941,0.218075344,8,0.150048058,0.172742926,86,6,0,0,1,0.498125781,0.476884631,0.5,0,0.166666667,0.333333333,3.187624488,0.284688307
Sst interneuron,Sst Crh 4930553C11Rik,MGE interneuron,708221965,0.128697851,0.350821527,0.828480874,10.35896475,0.872507524,0.598250864,-995.1293909,-210.264994,378.0458244,101.3573056,524.9743659,24,0.504323199,0.930711828,291,0.072149344,0,0.927850656,0.032017369,0.434207871,0.164480323,0.430198908,15.16552171,0.024351433,0.063834977,0.888830082,0.258152316,0.34182318,6,0.22812904,0.339265502,50,6,0,0.010092515,0.989907485,0.348191758,0.441547519,0.333333333,0,0.166666667,0.5,3.472440484,0.772943296
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,710920450,0.128625597,0.380996431,0.843925868,23.19619203,0.259437522,0.380996431,-312.4821284,43.53915652,-317.2508762,-357.208596,-422.2931891,14,0.393231447,0.432074126,99,0.426979706,0,0.573020294,0,0.264226025,0,0.202027062,3.454138686,0.042912879,0.000326176,0.811346193,0.246478659,0.228134104,7,0.180361157,0.236288789,53,5,0,0.325699746,0.674300254,0.471755725,0.289058524,0.2,0.2,0.4,0.2,2.655394044,0.654287255
