T type sub-class,T type,T type class,Specimen ID,Axon Bias X (millimeters),Axon Bias Y (millimeters),Axon Contraction,Axon Emd With Basal Dendrite,Axon Extent X (millimeters),Axon Extent Y (millimeters),Axon Hist Pc 0,Axon Hist Pc 1,Axon Hist Pc 2,Axon Hist Pc 3,Axon Hist Pc 4,Axon Max Branch Order,Axon Max Euclidean Distance (millimeters),Axon Max Path Distance (millimeters),Axon Num Branches,Axon Pct Above Basal Dendrite,Axon Pct Below Basal Dendrite,Axon Pct Intersect Basal Dendrite,Axon Soma Distance (millimeters),Axon Soma Percentile X,Axon Soma Percentile Y,Axon Soma Theta,Axon Total Length (millimeters),Basal Dendrite Bias X (millimeters),Basal Dendrite Bias Y (millimeters),Basal Dendrite Contraction,Basal Dendrite Extent X (millimeters),Basal Dendrite Extent Y (millimeters),Basal Dendrite Max Branch Order,Basal Dendrite Max Euclidean Distance (millimeters),Basal Dendrite Max Path Distance (millimeters),Basal Dendrite Num Branches,Basal Dendrite Num Stems,Basal Dendrite Pct Above Axon,Basal Dendrite Pct Below Axon,Basal Dendrite Pct Intersect Axon,Basal Dendrite Soma Percentile X,Basal Dendrite Soma Percentile Y,Basal Dendrite Stem Exit Down,Basal Dendrite Stem Exit Side Less,Basal Dendrite Stem Exit Side More,Basal Dendrite Stem Exit Up,Basal Dendrite Total Length (millimeters),Normalized Soma Depth
Pvalb interneuron,Pvalb Vipr2,MGE interneuron,606308411,0.054179995,0.217887736,0.788798562,23.23469005,0.361342262,0.27123539,1520.975344,-868.0147887,840.6883767,-286.0177449,-133.0384877,34,0.291947221,0.979989163,515,0,0.294587693,0.705412307,0,0.367987478,0.987725513,0.695583697,16.15194571,0.010944492,0.070227758,0.877532,0.184685711,0.287050636,5,0.199031986,0.277375481,37,7,0.566972477,0,0.433027523,0.455045872,0.277675841,0.428571429,0,0.142857143,0.428571429,2.220139688,0.140563223
Sncg interneuron,Sncg Gpr50,CGE interneuron,993283588,0.053883,0.002780433,0.805899176,2.451316728,0.410569932,0.228374283,423.3761441,535.348358,372.7414054,-346.6489574,-291.435359,22,0.372592375,0.99114324,261,0.055813183,0.014077509,0.930109308,0.013247044,0.369990063,0.388704869,0.296942543,9.630457251,0.032148115,0.001028324,0.916408365,0.139798927,0.183611367,5,0.257421946,0.30101484,44,4,0,0,1,0.414324569,0.240253853,0.5,0,0.25,0.25,1.895326187,0.16295712
Vip interneuron,Vip Crispld2 Kcne4,CGE interneuron,739570508,0.053679597,0.426008533,0.828478967,32.29179331,0.18295057,0.561750373,61.30212805,-189.9794261,-130.6735867,-89.40224706,-467.3222949,16,0.496162863,0.527559289,177,0,0.506773101,0.493226899,0.010306067,0.263183358,0.923560716,0.865835781,5.416820258,0.063376878,0.067503229,0.816239508,0.111770578,0.307193381,6,0.221091555,0.319932776,36,2,0.451382694,0,0.548617306,0.208742194,0.469223907,0.5,0,0,0.5,1.492106384,0.198018441
Vip interneuron,Vip Lect1 Oxtr,CGE interneuron,760437219,0.053621497,0.254048311,0.774801667,28.80632391,0.18354149,0.480255366,8.162349568,-112.2401968,-168.3356626,-57.07210022,-504.4377358,14,0.370933979,0.68386873,99,0,0.514945652,0.485054348,0.013097282,0.212771739,0.824728261,0.785620299,5.240529813,0.00091244,0.072434296,0.808912821,0.1196378,0.234361846,9,0.219480545,0.297055707,87,3,0.132743363,0,0.867256637,0.325570564,0.237540755,0.666666667,0,0,0.333333333,3.196183207,0.212923685
Sst interneuron,Sst Esm1,MGE interneuron,808882292,0.053454216,0.382636272,0.856638819,20.19236426,0.766235554,0.810597382,-717.4266419,-70.82784046,310.9227085,48.81306075,28.67502661,20,0.625253961,0.776113321,221,0.301630435,0.02132107,0.677048495,0.027805598,0.482650502,0.396948161,0.079125757,12.6262042,0.126925699,0.111467546,0.865736581,0.402720532,0.262383664,8,0.361752067,0.427374824,36,6,0,0,1,0.424598512,0.580885233,0.333333333,0.166666667,0.333333333,0.166666667,3.564046444,0.787502209
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,707666779,0.053069761,0.045255378,0.815962459,15.17599479,0.393092824,0.38690973,-868.2484102,-236.2679906,-307.9181644,-244.6170727,817.0802447,24,0.382331787,0.919619195,407,0.000763417,0.408046416,0.591190167,0,0.48881594,0.584701122,0.696463735,21.77026878,0.006876071,0.100173717,0.858419881,0.155860101,0.224515635,7,0.201517178,0.381383069,120,6,0,0,1,0.454428755,0.200684638,0,0.166666667,0.333333333,0.5,3.75878622,0.577903217
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,602231708,0.052813472,0.349817256,0.809972431,24.64011407,0.273554256,0.558686172,-314.1308811,-76.50512707,-416.6728378,-521.4616837,38.80203345,26,0.458525758,0.6613754,287,0.705321042,0,0.294678958,0,0.424551189,0.275432638,0.436720624,8.547918364,0.051582886,0.137404177,0.83327103,0.27945941,0.143147254,5,0.207581847,0.259330056,24,4,0,0.159045726,0.840954274,0.279324056,0.985089463,0.5,0.25,0.25,0,1.413937604,0.612720389
Vip interneuron,Vip Chat Htr1f,CGE interneuron,760890074,0.052731752,0.321022956,0.815145918,27.77025219,0.248112369,0.455650996,346.2316123,-336.9727941,-10.3418777,4.338786335,-417.8943949,22,0.390093552,0.80875898,293,0,0.212525321,0.787474679,0,0.295070898,0.917116813,0.619669896,10.78190293,0.034458546,0.02790811,0.834655827,0.25467497,0.277459072,6,0.209232221,0.274674852,57,3,0.37118948,0,0.62881052,0.435146444,0.256425583,0,0.333333333,0.333333333,0.333333333,2.657863034,0.180094635
Sst interneuron,Sst Crh 4930553C11Rik,MGE interneuron,661318431,0.052600429,0.059457851,0.837915952,8.786019846,0.549428163,0.670865634,-980.4615569,-123.4025494,464.5525257,156.5221416,139.5883961,24,0.427030045,1.120103143,275,0.123276881,0.043619535,0.833103584,0,0.451260339,0.488479716,0.558093006,14.30518845,0.016804348,0.039457388,0.844746364,0.378951405,0.32444886,6,0.259543503,0.297460789,44,8,0,0,1,0.408188083,0.734495338,0.375,0,0.25,0.375,3.736220261,0.764769263
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,752027250,0.052269083,0.285509803,0.872985305,32.12700514,0.366838385,0.573553336,541.9741888,-641.7981949,-837.386322,523.3179667,52.62758692,20,0.46834563,0.659868344,453,0.433525169,0,0.566474831,0,0.32803963,0.036060319,0.340961473,19.13043852,0.064844046,0.074108396,0.861968393,0.237666937,0.367652455,11,0.224246175,0.290004572,60,6,0,0.035930736,0.964069264,0.476190476,0.287878788,0.333333333,0.166666667,0.166666667,0.333333333,3.235790484,0.566712885
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,714046701,0.052174154,0.022463415,0.86911786,6.041555909,0.300622803,0.358796465,2125.444212,-1294.251318,909.4767661,-45.44824651,75.52472147,25,0.253727207,0.591558108,759,0,0.029553784,0.970446216,0,0.375356333,0.207807319,0.555417638,26.57696028,0.019985066,0.117539323,0.888140277,0.265618434,0.316773873,5,0.239538696,0.279319081,44,6,0.02809633,0,0.97190367,0.468463303,0.495986239,0.5,0,0.333333333,0.166666667,2.756258546,0.291135682
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,887156236,0.0518104,0.027040106,0.826689206,8.994867598,0.288529963,0.462513106,689.3721415,-684.7260065,-585.9075737,726.6962987,-192.1117485,25,0.257584222,0.785273537,491,0.129040341,0.297335672,0.573623987,0,0.406163869,0.652217489,0.664872773,17.56843683,0.014970704,0.017478967,0.873477979,0.166950267,0.174382589,7,0.144285235,0.165042234,92,6,0,0,1,0.453032105,0.657550535,0.333333333,0,0.166666667,0.5,2.585512658,0.306716371
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,827347629,0.051326508,0.170934202,0.824379381,15.48556823,0.522593551,0.376620513,1015.376759,-690.2254583,-114.1141736,431.84102,-128.2775584,29,0.364373625,0.965462435,379,0,0.408627087,0.591372913,0.010230035,0.443336425,0.81377551,0.089550393,18.25405529,0.031849044,0.015687056,0.872819477,0.15813673,0.196236751,7,0.1260813,0.149887551,100,6,0.001110289,0,0.998889711,0.482975574,0.522205774,0.5,0,0.166666667,0.333333333,3.607340331,0.210392521
Sst interneuron,Sst Mme Fam114a1,MGE interneuron,718494231,0.05067951,0.0246562,0.844228653,11.99050476,0.249120662,0.156723489,-453.6060541,44.70494192,-29.62258842,-227.7293195,-406.986975,14,0.198529421,0.475992964,65,0,0,1,0.028481545,0.171125975,0.396878484,0.346299098,2.552975959,0.015841293,0.057434564,0.844077395,0.305844878,0.298201318,8,0.280724223,0.331093135,47,7,0.027485579,0.418391585,0.554122837,0.476077367,0.706141839,0.142857143,0.285714286,0.428571429,0.142857143,3.951206301,0.709724335
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,643702874,0.050427973,0.408163036,0.812882389,10.64127515,0.224335824,0.582459029,-294.9947655,52.00629525,-369.9347831,-320.9331195,-434.9750571,13,0.50940584,0.574689538,105,0.122383824,0,0.877616176,0,0.098261795,0.074849237,0.622026433,3.835982947,0.019130071,0.065490864,0.870546931,0.306563612,0.312128859,8,0.192642001,0.226502579,58,4,0,0.062334918,0.937665082,0.444268357,0.399366086,0.25,0,0.5,0.25,2.453496161,0.532763315
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,750776506,0.050125663,0.213410234,0.85436345,20.72178769,0.511632577,0.682980118,-364.0290905,-306.9336843,-544.993658,111.968428,214.8321786,25,0.470114578,0.70041362,317,0.473451752,0.035717715,0.490830533,0.018958091,0.447431589,0.297743639,0.393185477,14.61311213,0.037698267,0.0419393,0.870714691,0.235571792,0.254429467,6,0.210672854,0.236890084,68,8,0,0,1,0.457372116,0.588766299,0.5,0.125,0.125,0.25,2.79090937,0.621253216
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,764897253,0.049950515,0.171809564,0.813059133,8.279414608,0.456166985,0.573981863,2065.032894,-976.6828769,-129.7533414,831.4141164,553.6582265,37,0.383458802,1.41020829,761,0.026456291,0.116304088,0.857239621,0.01726829,0.486492948,0.510439079,0.587547728,34.96202348,0.028756872,0.049797174,0.859694,0.157157613,0.263985438,7,0.170336342,0.201727064,106,6,0,0,1,0.452208306,0.513183916,0.5,0,0.333333333,0.166666667,3.88159268,0.299462124
Sst interneuron,Sst Tac1 Htr1d,MGE interneuron,741788179,0.049700513,0.08500801,0.803111905,14.52744369,0.488806338,0.652476171,2290.156362,-635.4380347,1336.198619,-521.3869517,317.6880773,24,0.397939641,0.913985639,605,0.204782653,0.028726315,0.766491033,0,0.412655791,0.082379167,0.206408807,30.23176527,0.012869437,0.03282195,0.835926876,0.194053567,0.300188402,5,0.170729232,0.224436112,54,6,0,0,1,0.495527728,0.19588551,0.166666667,0.166666667,0.333333333,0.333333333,3.170364562,0.344403505
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,741785767,0.049574389,0.287231811,0.849639972,36.13975834,0.347162834,0.611940865,179.5237766,133.6988541,-468.953901,-486.8443915,383.3905656,21,0.48962321,0.839478618,361,0.546180065,0,0.453819935,0,0.471111481,0.085958933,0.19665578,19.51897049,0.039702834,0.09723479,0.857764023,0.189419327,0.261444394,7,0.204358153,0.270229326,62,4,0,0.018856806,0.981143194,0.383028874,0.374189747,0.25,0.25,0.25,0.25,2.651866946,0.596444409
Sst interneuron,Sst Crh 4930553C11Rik,MGE interneuron,640111844,0.049531242,0.001988022,0.810376698,3.277690498,0.697526692,0.401175555,-603.0790622,37.2661868,280.7888534,69.82031793,-634.7611968,19,0.377201502,1.325678169,129,0.007252947,0.003263826,0.989483228,0,0.492293744,0.402175884,0.479297965,8.574106754,0.102337804,0.002826996,0.902258146,0.522174842,0.374446774,6,0.402879693,0.43427724,36,6,0,0,1,0.421007686,0.57557643,0,0.166666667,0.666666667,0.166666667,3.731647917,0.923504018
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,740380531,0.049229685,0.130472648,0.856231818,15.82676822,0.544276051,0.693153307,2238.209269,1644.261061,995.9033449,129.7872297,947.8810358,17,0.498886364,0.952488493,843,0.359144001,0.028465245,0.612390754,0,0.450420649,0.110185412,0.356407819,34.67138873,0.019474345,0.031069421,0.870935029,0.255374536,0.403784307,5,0.220120205,0.264962726,58,6,0,0,1,0.451008136,0.199151044,0.333333333,0.166666667,0.166666667,0.333333333,3.579023131,0.307185312
Sst interneuron,Sst Rxfp1 Eya1,MGE interneuron,657985196,0.04910137,0.314031874,0.844920806,8.611023052,0.49950735,0.73722336,-814.2330738,-462.272425,35.49427719,247.1336631,901.7428091,21,0.544401243,0.74020408,371,0.197018104,0.022928021,0.780053875,0.015575454,0.420159118,0.232600388,0.196378813,22.67160785,0.003149715,0.123148314,0.835436275,0.298505426,0.400695555,9,0.298713013,0.397895321,60,6,0,0,1,0.390422535,0.203661972,0.5,0,0,0.5,5.052301464,0.756315923
Sst interneuron,Sst Crhr2 Efemp1,MGE interneuron,711571947,0.048709969,0.159520274,0.895153789,12.79156485,0.495080989,0.488621944,-758.9230674,-23.1666637,409.1094304,155.168966,-367.8275872,21,0.352572366,0.483995968,195,0.231875374,0,0.768124626,0.012636987,0.395296585,0.290293589,0.066597616,9.521894761,0.068599376,0.089315894,0.899945461,0.371393679,0.293813728,5,0.24179313,0.274473701,37,5,0,0.022038567,0.977961433,0.468319559,0.647933884,0.4,0,0.2,0.4,2.629773738,0.882660359
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,844870606,0.047679929,0.011260496,0.831165509,14.70623161,0.334791489,0.474289481,-229.3054123,-113.7136079,-351.4429241,-85.11504334,-324.929529,16,0.279123204,0.561134018,111,0,0.13228752,0.86771248,0.011309897,0.467571997,0.408101147,0.554915603,6.041184127,0.0281585,0.263969191,0.82231354,0.142625159,0.540675738,7,0.405277611,0.476425586,29,3,0.196078431,0,0.803921569,0.29638009,0.581447964,0.666666667,0,0,0.333333333,1.698783657,0.479039921
Sst interneuron,Sst Tac2 Tacstd2,MGE interneuron,705217315,0.047630388,0.330413348,0.773116516,19.86895123,0.268161658,0.330413348,-344.8726146,71.04146056,-229.2228837,-380.3207164,-454.5769667,13,0.343033291,0.393935845,51,0.358088659,0,0.641911341,0.012057026,0.446747265,0,0.262650901,2.391102735,0.028967969,0.050474216,0.849011559,0.335610169,0.310873771,9,0.194997285,0.274080369,75,5,0,0.551677852,0.448322148,0.422483221,0.437583893,0.2,0.2,0.2,0.4,4.050850624,0.659542389
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,668464797,0.047050473,0.203093693,0.831205992,26.54303873,0.305865267,0.203093693,-9.899563772,-238.3524659,-396.047283,279.3092432,-535.5692623,15,0.308749576,0.486081763,173,0,0.198266028,0.801733972,0.018252182,0.377138946,1,0.893601828,7.525781442,0.011703842,0.078216079,0.827065606,0.206770828,0.307214932,6,0.233994895,0.44210081,39,3,0.560928433,0,0.439071567,0.396518375,0.446163765,0.333333333,0,0.333333333,0.333333333,2.416406476,0.252714697
Pvalb interneuron,Pvalb Th Sst,MGE interneuron,685707621,0.046471312,0.114988048,0.883215768,12.18625943,0.509979277,0.399546581,-658.3222415,18.86401497,319.3355461,79.34854892,-562.0754111,21,0.349885414,1.218544082,171,0,0.067158881,0.932841119,0,0.232003408,0.685929291,0.547136965,11.29565171,0.041114218,0.197984322,0.897808329,0.251386607,0.410491074,7,0.340162114,0.40465425,53,5,0.064842105,0,0.935157895,0.419368421,0.421052632,0.2,0.2,0.2,0.4,3.704511638,0.865395571
Sst interneuron,Sst Chrna2 Glra3,MGE interneuron,747028632,0.046331082,0.391667291,0.835197634,32.63256821,0.39742167,0.728472062,-276.8421073,35.17786999,-469.7359176,-277.3132532,-174.2491172,14,0.574641928,0.944356423,133,0.652461298,0.006261959,0.341276744,0.023437792,0.421812489,0.139850409,0.271328216,8.817622898,0.052263239,0.056188607,0.866669275,0.346561158,0.183996165,8,0.287058644,0.314326375,66,6,0,0,1,0.377245509,0.609780439,0.333333333,0.333333333,0.333333333,0,3.071172226,0.608976453
Sst interneuron,Sst Mme Fam114a1,MGE interneuron,639893239,0.046296981,0.283501537,0.866652901,31.16001952,0.666613455,0.71415879,-714.7624311,-110.9335592,-7.724503307,-167.627709,231.8749248,16,0.499787723,0.722720402,187,0.327653089,0,0.672346911,0,0.466749792,0.124134109,0.104913087,10.43912503,0.018526305,0.122278205,0.886236184,0.361426988,0.337257722,6,0.361983129,0.400369278,39,5,0,0.007502207,0.992497793,0.473080318,0.784642542,0.4,0.2,0.4,0,3.176919439,0.752566556
Pvalb interneuron,Pvalb Reln Tac1,MGE interneuron,817935092,0.046060804,0.24226754,0.861265091,17.74893905,0.469467328,0.566727997,-140.1944312,-62.10207563,-817.2901878,-717.327933,352.4165213,25,0.449699089,0.710985862,441,0.26637796,0.000829264,0.732792776,0.015365737,0.480235879,0.238459412,0.107254138,14.57508077,0.031020119,0.086567849,0.886019211,0.291889068,0.223420469,9,0.179618163,0.230219919,96,8,0,0,1,0.402738432,0.568932956,0.375,0,0.25,0.375,2.901251616,0.546853705
Sst Chodl interneuron,Sst Chodl,MGE interneuron,816434177,0.045494098,0.410181698,0.830820186,23.78548201,1.13283525,0.670985922,-1453.094994,-950.461079,323.118888,495.1908614,2749.410776,24,0.672768623,1.598187199,599,0.259520846,0.000715619,0.739763535,0.014968249,0.459614188,0.167983821,0.529435704,43.68271618,0.062960742,0.076954049,0.881250536,0.48452824,0.314657649,6,0.297907778,0.350777484,59,5,0,0,1,0.283645142,0.33977067,0.2,0.2,0.4,0.2,4.648592216,0.763525298
Pvalb interneuron,Pvalb Calb1 Sst,MGE interneuron,689030611,0.045194393,0.056366062,0.885771098,6.25872929,0.495384595,0.280105431,-902.6318655,-49.89758899,666.0452913,393.2672546,-398.7967475,21,0.271428171,0.461524933,287,0.047003525,0,0.952996475,0,0.483091787,0.320146233,0.219608199,10.89170141,0.000970676,0.021947125,0.877821002,0.343827093,0.25478644,5,0.191115833,0.227070961,41,5,0,0.013326752,0.986673248,0.404244817,0.564659427,0.4,0.2,0.2,0.2,2.623282886,0.869212482
Pvalb interneuron,Pvalb Vipr2,MGE interneuron,823702943,0.044771936,0.193126867,0.792785194,11.48279601,0.358180011,0.295918278,1238.455463,-468.7870991,969.5874182,-665.6785423,-184.7207896,20,0.247010311,0.557487732,359,0,0.190539032,0.809460968,0.016283942,0.42178459,0.934016851,0.651510968,13.50452119,0.012711577,0.006769792,0.851081751,0.17749915,0.201012237,6,0.165156645,0.301164728,63,7,0.181728395,0,0.818271605,0.459259259,0.368395062,0.571428571,0,0,0.428571429,3.075987288,0.156162956
Vip interneuron,Vip Crispld2 Htr2c,CGE interneuron,681793778,0.044402659,0.290354829,0.83360464,13.09072286,0.208228519,0.629779498,85.57362416,41.62048374,-74.12361392,-119.2417764,-428.3360866,18,0.461030241,0.665943777,133,0.023613277,0.288482958,0.687903765,0.018651174,0.180218311,0.733348184,0.874978282,6.242411093,0.005769847,0.043395472,0.828001703,0.174673328,0.317272315,7,0.206303178,0.297175847,52,2,0,0,1,0.412513843,0.700442968,0.5,0,0,0.5,2.441710191,0.167844408
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,898697809,0.044251617,0.26215814,0.83327358,44.85960265,0.242392674,0.485200883,-345.7592879,-64.40718065,-469.6866522,-235.729107,-174.3228792,15,0.430911917,0.547202281,217,0,0.468555241,0.531444759,0,0.289140699,0.845136922,0.73019174,7.97205763,0.071694048,0.26107261,0.865085223,0.162251417,0.43180352,7,0.358881652,0.431509164,48,2,0.497292419,0,0.502707581,0.369584838,0.340703971,0.5,0,0,0.5,3.129546373,0.403025205
Sst interneuron,Sst Rxfp1 Prdm8,MGE interneuron,718636190,0.04403071,0.23314229,0.750192663,15.39958003,0.258361422,0.23314229,-464.9015469,40.14043687,-40.24049927,-248.0070288,-365.2944711,22,0.252842429,0.673610034,91,0.005116279,0,0.994883721,0.031488884,0.473023256,0,0.326803791,4.27564767,0.042744163,0.123320213,0.793719104,0.397729006,0.343733159,8,0.34129763,0.474140589,77,5,0,0.423629434,0.576370566,0.433890355,0.406625623,0.2,0.2,0.2,0.4,6.055069876,0.807911026
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,717675736,0.043989006,0.242693711,0.79499695,12.7951636,0.367298687,0.510472852,1035.986595,1049.072121,215.6053687,242.0808678,161.0299469,22,0.380270543,0.722512253,449,0.015208564,0.317312661,0.667478774,0,0.219490587,0.441712809,0.628406221,21.94090739,0.052585884,0.055067301,0.831065533,0.208872818,0.171393603,7,0.235824237,0.27683849,107,5,0,0,1,0.485965647,0.332216171,0.4,0.2,0.2,0.2,3.639771897,0.166889661
Sst Chodl interneuron,Sst Chodl,MGE interneuron,707179690,0.04377355,0.022739748,0.858861018,17.52919814,0.386719159,0.298306452,199.9251685,328.1014515,175.9050491,-245.5062821,-416.3213667,16,0.279577464,0.439301789,173,0.182070883,0,0.817929117,0,0.455640491,0.300671763,0.308324153,7.044490226,0.015299795,0.090380614,0.904258386,0.315255059,0.231198906,9,0.335028061,0.392271575,39,3,0,0.012547051,0.987452949,0.265997491,0.80489335,0.333333333,0.333333333,0.333333333,0,2.772899012,0.194542437
Sst interneuron,Sst Tac2 Tacstd2,MGE interneuron,810317285,0.043719771,0.545718142,0.842413406,41.91738132,0.414220984,0.580876987,-244.3075638,195.8012668,-448.4692265,-594.9013891,55.57515939,31,0.571817669,1.617426851,259,0.338741175,0,0.661258825,0.018032474,0.414150518,0.004206099,0.290395646,9.231372094,0.009930617,0.061439795,0.869152145,0.32686023,0.420549603,7,0.246881687,0.32537334,69,7,0,0.343351064,0.656648936,0.422074468,0.403457447,0.428571429,0,0.142857143,0.428571429,5.010030997,0.679314796
Sst interneuron,Sst Mme Fam114a1,MGE interneuron,645322005,0.043590049,0.174507923,0.859642137,26.37681865,0.52203624,0.781541261,-436.7958933,-368.7117371,-35.72192064,261.9960827,223.2064182,23,0.49809433,0.952676349,327,0.42390865,0,0.57609135,0,0.49343169,0.493835893,0.469230666,15.73520185,0.058083161,0.202843145,0.854900939,0.313544622,0.416054074,6,0.389172402,0.451450898,48,4,0,0.007444169,0.992555831,0.479321754,0.744416873,0.75,0,0.25,0,3.763043145,0.651776377
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,825549510,0.043428996,0.062164885,0.820684142,1.166520121,0.546514383,0.197186816,754.8668818,2934.409896,25.70561797,722.4487436,377.0722237,23,0.307307571,0.747064518,493,0.009231016,0.008669128,0.982099856,0,0.37710708,0.55474394,0.509503344,20.13155753,0.011932823,0.033130489,0.856139005,0.128038076,0.139434616,8,0.104965463,0.131980348,73,5,0,0,1,0.445757997,0.425591099,0.2,0.2,0.4,0.2,1.974471873,0.081355495
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,692286150,0.043325573,0.071372767,0.835383217,15.09666777,0.230272809,0.41956259,56.90527221,-314.4482715,-532.9225495,294.1749672,-397.6014511,17,0.247160739,0.436111944,227,0,0,1,0.015205427,0.459512195,0.467804878,0.781347921,7.904649878,0.008842975,0.022147617,0.849349174,0.183779911,0.53213071,10,0.299839646,0.39687092,67,3,0.214020772,0.006305638,0.779673591,0.487388724,0.614614243,0.666666667,0,0,0.333333333,3.644021648,0.381730866
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,804977071,0.043090527,0.381577976,0.830821519,47.83310881,0.3604652,0.757659479,-105.4639394,-158.5713575,119.7439207,-105.7932858,-276.788098,19,0.570264634,0.750900273,205,0,0.457549657,0.542450343,0.020238535,0.294603621,0.734751274,0.960430441,8.025988451,0.061372268,0.037204506,0.830184648,0.199762612,0.418454588,8,0.26732111,0.349193899,55,3,0.144775248,0,0.855224752,0.415645067,0.279042615,0.666666667,0,0,0.333333333,2.369876178,0.266475199
Pvalb interneuron,Pvalb Reln Tac1,MGE interneuron,871782504,0.04290089,0.134388317,0.866301423,11.64285645,0.308192688,0.378408238,-393.698171,-63.59112399,-830.2959378,-654.6201408,246.0736046,21,0.311410548,0.558116709,369,0.121028037,0.005724299,0.873247664,0,0.446261682,0.117640187,0.168725647,12.43896774,0.007044002,0.036144612,0.860523628,0.194964802,0.214299382,5,0.192479845,0.215309315,45,5,0,0,1,0.437387657,0.345116836,0.4,0,0.2,0.4,2.237695216,0.617466223
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,601803754,0.042650596,0.101365194,0.750487291,16.78773579,0.569871003,0.22499506,1124.662599,3502.386535,140.9554771,877.4367967,654.1735794,30,0.330553343,0.861607466,691,0.525452429,0,0.474547571,0.015924714,0.486982749,0.008360673,0.43765371,30.91312897,0.019051866,0.011737835,0.776152505,0.234991701,0.190828898,6,0.24956415,0.281814132,62,8,0,0.037279803,0.962720197,0.460057354,0.345759934,0.375,0.125,0.125,0.375,4.108235412,0.188471949
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,601808698,0.042200019,0.341426444,0.84405817,10.02284803,0.42353634,0.58858417,333.7029366,-568.2532161,-1113.452584,997.6998786,-187.6977859,28,0.492171372,0.862056058,483,0.173927813,0.004755839,0.821316348,0,0.427855626,0.018259023,0.197053878,15.5653725,0.066103864,0.099781197,0.891588406,0.365984374,0.229937282,7,0.217113837,0.261844447,42,4,0,0,1,0.316377865,0.046953605,0.25,0.25,0.5,0,2.309168299,0.500846688
Sst interneuron,Sst Mme Fam114a1,MGE interneuron,745584401,0.042165492,0.236663498,0.817414516,29.83438913,0.261030382,0.51955829,881.8234513,-705.1409284,-308.8475294,463.9050713,-82.6482527,31,0.44163017,0.835560835,457,0.342801556,0.001400778,0.655797665,0.013550999,0.236342412,0.033929961,0.043036109,19.0756904,0.047525774,0.058596623,0.867939409,0.186292624,0.304771201,7,0.187027226,0.211683928,53,7,0,0,1,0.435305918,0.269307924,0.142857143,0.142857143,0.142857143,0.571428571,2.734211918,0.530313777
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,697799017,0.042112064,0.006717427,0.815962966,21.08719172,0.305896164,0.344069056,61.94986087,-194.9532106,-155.5650227,41.20325875,-535.438366,16,0.216170132,0.402305342,115,0,0.041348433,0.958651567,0.010456213,0.351066632,0.685014485,0.565311375,5.419450851,0.02662888,0.105408826,0.827198246,0.155243279,0.379727787,5,0.261559335,0.382683898,25,3,0.299329859,0,0.700670141,0.440059568,0.356664185,0.333333333,0,0.333333333,0.333333333,1.895094933,0.273269252
Vip interneuron,Vip Rspo1 Itga4,CGE interneuron,738041476,0.041773412,0.27273416,0.819940025,23.73383328,0.229822222,0.420617422,125.236102,-185.7532673,-46.20363562,-137.8234709,-474.047272,26,0.34876336,0.836917563,153,0,0.398197759,0.601802241,0.019956078,0.404773502,0.907696055,0.834659507,5.912971013,0.014858274,0.032290611,0.836289872,0.166679317,0.248704183,11,0.198894387,0.261049809,96,2,0.242718447,0,0.757281553,0.491504854,0.599919094,0.5,0,0,0.5,3.702023385,0.179065538
Vip interneuron,Vip Ptprt Pkp2,CGE interneuron,742784488,0.041289087,0.324453812,0.828611723,32.00271122,0.209029614,0.334116257,-289.866585,-56.94373933,-348.8972287,-106.0132847,-367.850496,16,0.340871885,0.487674801,169,0,0.38606881,0.61393119,0.028340487,0.484771574,0.996897913,0.935801099,4.779895013,0.012138718,0.037381815,0.842290088,0.173340135,0.403641225,11,0.231744384,0.311406227,74,2,0.269733875,0,0.730266125,0.425800631,0.724853406,0.5,0,0,0.5,2.915846535,0.297242013
